,age_ratings,aggregated_rating,aggregated_rating_count,alternative_names,artworks,bundles,category,collection,cover,created_at,dlcs,expansions,external_games,first_release_date,franchise,franchises,game_engines,game_modes,genres,hypes,id,involved_companies,keywords,multiplayer_modes,name,parent_game,platforms,player_perspectives,popularity,pulse_count,rating,rating_count,release_dates,screenshots,similar_games,slug,standalone_expansions,status,storyline,summary,tags,themes,time_to_beat,total_rating,total_rating_count,updated_at,url,version_parent,version_title,videos,websites
302,,,,,,,0,,,1554336000,,,,1554422400.0,,,,,,,117018,[80933],,,Arcade Archives DONKEY KONG 3,,[130],,1.422153957993099,1.0,,,[167565],"[297259, 297260, 297261, 297262, 297263]",,arcade-archives-donkey-kong-3,,,,"DONKEY KONG 3 is a shooting game released by Nintendo in 1983. 
Take on the role of the hero STANLEY, and use your Sprayer to drive away DONKEY KONG and exterminate the various flower-stealing bugs that appear in the botanical garden. 
Get high scores with a perfect bonus by chasing off DONKEY KONG and having no flowers stolen!",,,,,,1562112000,https://www.igdb.com/games/arcade-archives-donkey-kong-3,,,,[104102]
303,"[24460, 24461]",77.0,1.0,"[23096, 23097]",,,0,863.0,68523.0,1537401600,,,,1537401600.0,,,,[1],"[5, 33]",,109595,"[70312, 76927]","[166, 1059]",,SEGA AGES Lightening Force: Quest for the Darkstar,,[130],[4],1.0,2.0,,,[158995],"[297276, 297277, 297278, 297279, 297280, 297281, 297282]","[12539, 26950, 55038, 103276, 103292, 103298, 103301, 105269, 107318, 113362]",sega-ages-lightening-force-quest-for-the-darkstar,,,,"From the legendary game developers at Technosoft! 
 
Battle against the Vios forces and fly as RYNEX in this side-scrolling shmup that enthralled the world with its innovative ideas, beautiful pixel graphics, and a rocking soundtrack. 
 
After beating the game, unlock “STYX” Mode and jump in the cockpit of the distinguished FIRE LEO-03 “STYX” from Thunder Force III. Take the STYX’s full arsenal from the previous game in this mode, but will this older model be able to survive?","[1, 18, 268435461, 268435489, 536871078, 536871971]","[1, 18]",,77.0,1.0,1554336000,https://www.igdb.com/games/sega-ages-lightening-force-quest-for-the-darkstar,46273.0,SEGA AGES,"[22270, 22271]",[104104]
304,,,,,,,0,,,1537920000,,,,1538006400.0,,,,,,,110404,,,,Elemenal Knights Online R,,[130],,1.449491346118362,1.0,,,[159207],,,elemenal-knights-online-r,,,"Spirits, creatures, and humans have been blessed with technology and magic as a means of living thanks to ELEMENTAL: the power that dwells inside all of nature and the resting place of the gods. 
 
300 years ago, lust for this power drove the citizens of this world into a Great War with one another. But four heroes stood up in the name of peace and would restore harmony to the land… 
 
Centuries later, the monsters and spirits have grown violent. The Dragons awaken from a three century slumber. A wave of tragic incidents ensues… 
 
Each country dispatches their knights and adventurers to investigate the recent outbreak of bizarre happenings. What is the meaning of all this? 
 
Now you must take up your arms and armor. On your journey you shall encounter beautiful witches, humble townspeople, despondent warriors, breathtaking vistas, and wicked adversaries. 
 
Let nothing prevent you from solving the mystery behind the recent chaos! Our world is in peril.","Elemental Knights Online is an anime-style MMORPG featuring borderless access and global entertainment. 
 
Join your friends on a grand adventure through mysterious lands with eccentric locals…",,,,,,1537920000,https://www.igdb.com/games/elemenal-knights-online-r,,,,
305,[21136],80.0,1.0,,,,0,,69159.0,1518652800,,,,1520467200.0,,,,"[1, 2, 3]","[5, 33]",,87197,"[62572, 62573]","[416, 844]",,Steredenn: Binary Stars,,[130],[4],1.432161387944406,2.0,90.0,0.0,[148375],"[192695, 192696, 192697, 192698, 192699]","[26950, 55038, 90099, 103276, 103298, 103301, 105049, 105269, 107318, 113362]",steredenn-binary-stars,,,,"Steredenn: Binary Stars is an award-winning mashup of a classic shmup and a roguelike, carved in big beautiful pixels, with insane boss battles. Fly solo or co-op with a friend, fighting off the worst scourges of space in a never-ending struggle for survival.","[1, 18, 268435461, 268435489, 536871328, 536871756]","[1, 18]",,85.0,1.0,1541116800,https://www.igdb.com/games/steredenn-binary-stars,14146.0,Binary Stars,,
306,,,,[24410],,,0,,73919.0,1494892800,,,[1191505],1523491200.0,1439.0,[1439],,"[1, 3]",[12],,28830,"[78196, 78197, 78198]","[296, 1026, 1039, 1868]",,The Snack World: TreJarers Gold,,[130],[2],1.445778115533162,17.0,,,"[168892, 168893, 168894]",,"[19404, 28309, 54775, 55038, 55092, 55199, 96217, 103303, 106987, 115278]",the-snack-world-trejarers-gold,,,,"An enhanced version of The Snack World: TreJarers, an action RPG developed by Level-5, released in 2017 for the Nintendo 3DS.","[1, 17, 268435468, 536871208, 536871938, 536871951, 536872780]","[1, 17]",,,,1578787200,https://www.igdb.com/games/the-snack-world-trejarers-gold,26501.0,Gold,[26894],[105890]
307,,90.0,1.0,,,,0,5475.0,34187.0,1505865600,,,"[185887, 254457]",1506556800.0,,,,"[1, 2, 3]",[9],,68334,[54494],"[966, 1299, 1705, 2423, 2875, 4134, 4239, 4300]",,Picross S,,[130],,1.668667173299743,8.0,73.0,2.0,[116659],"[127556, 168831, 168832, 168833]","[10603, 18011, 20329, 25222, 26223, 54678, 55173, 55190, 56033, 60044]",picross-s,,,,"For over 20 years, Jupiter has been bringing Picross games to Nintendo handhelds. Picross S is the first for Nintendo Switch.","[268435465, 536871878, 536872211, 536872617, 536873335, 536873787, 536875046, 536875151, 536875212]",,,81.5,3.0,1579564800,https://www.igdb.com/games/picross-s,,,,
308,,,,,[5426],,0,,68618.0,1495584000,,,"[3904, 188064, 1708723]",1538611200.0,,,,"[1, 2, 3]","[4, 32]",,31996,[70461],"[107, 117, 4134, 4140, 4154]",,Splash Blast Panic,,[130],,1.0,1.0,,,[159291],"[51262, 51263, 51264, 51265, 51266]","[17548, 19150, 20329, 22387, 23733, 26226, 36198, 55173, 55190, 56033]",splash-blast-panic,,,,"SPLASH BLAST PANIC is a multiplayer competitive party game where you must shoot, ram, dodge and overall bully your opponents outside the screen with a variety of watergun-based weaponry. Inspired by old arcade titles as well as newer competitive party games, ruin all your friendships in a variety of stage which may or may not have various level of gimmicks that could backhand you if you're not careful, or tell that person you always despised your true feelings with waterbomb launchers, bubble prisons, watergun sentries, reflective shields and more !","[1, 268435460, 268435488, 536871019, 536871029, 536875046, 536875052, 536875066]",[1],,,,1561507200,https://www.igdb.com/games/splash-blast-panic,,,"[22457, 22458]","[31127, 31128]"
309,,,,,,,0,243.0,89315.0,1497312000,,,[102097],,,,,,[5],18.0,37136,"[73593, 73594]","[72, 453, 970, 1033, 4224, 4330, 8308]",,Metroid Prime 4,,[130],[1],1.668667173299743,106.0,,,[164212],[129001],"[17130, 18290, 25300, 36950, 55038, 68286, 68287, 105269, 105482, 113114]",metroid-prime-4,,,,"Developed by a new team under Nintendo producer Kensuke Tanabe. A return to the First Person Adventure gameplay focused on action, isolation, and exploration.","[18, 268435461, 536870984, 536871365, 536871882, 536871945, 536875136, 536875242, 536879220]",[18],,,,1579996800,https://www.igdb.com/games/metroid-prime-4,,,[14348],
310,,,,"[12849, 12850, 20450, 20451, 20452]",,,0,1291.0,45002.0,1484265600,,,[188388],1546214400.0,592.0,[592],[6],[1],"[12, 31]",1.0,26775,"[43600, 56093]","[69, 78, 521, 1026, 1069, 1344, 1505, 2071, 4131, 4134, 4239]",[7680],Shin Megami Tensei V,,[130],,1.0,51.0,,,[130062],"[211464, 211465, 211466]","[11169, 22387, 25921, 28168, 35994, 36198, 55038, 55092, 55199, 115653]",shin-megami-tensei-v,,,,"For the 25th anniversary of the Shin Megami Tensei series, Shin Megami Tensei V was revealed (after being previously announced as SMT HD Project) for release on Nintendo Switch, running on Unreal Engine 4.","[17, 268435468, 268435487, 536870981, 536870990, 536871433, 536871938, 536871981, 536872256, 536872417, 536872983, 536875043, 536875046, 536875151]",[17],,,,1580342400,https://www.igdb.com/games/shin-megami-tensei-v,,,"[11663, 17046]","[63184, 63185]"
311,[26095],,,,,,0,,83100.0,1570752000,,,,1571702400.0,,,,"[1, 2]",[9],,124009,[86019],,,Day and Night,,[130],,1.0,,,,[177856],"[336636, 336637, 336638, 336639, 336640, 336641]","[10603, 19222, 41349, 86974, 87507, 88511, 89132, 90788, 95776, 113253]",day-and-night,,,,"In this fast, fun and frantic puzzle game, match and collect blocks and stay alive long enough to change time, flipping both the game and the rules! 
 
An epic battle between Day and Night sees two opponents - a friend or CPU - race to collect their own time-themed blocks while managing the blocks of their opponent. But when time changes, Day becomes Night, Night become Day and suddenly what's collectible and what's not is turned upside down!",[268435465],,,,,1571702400,https://www.igdb.com/games/day-and-night,,,[30592],[121379]
312,[16055],,,,,,0,,38376.0,1504569600,,,[105404],1512000000.0,,,,[1],[9],,57447,[58528],"[2875, 4134, 9248]",,MUJO,,[130],[4],1.0,,,,[129542],"[136242, 136243, 166323, 166324, 166325, 166326, 166327, 166328, 166329, 166330]","[236, 10603, 11367, 24426, 25222, 28070, 55173, 55190, 56033, 60044]",mujo,,,,A puzzle game from Oink Games Inc.,"[17, 268435465, 536873787, 536875046, 536880160]",[17],,,,1518048000,https://www.igdb.com/games/mujo,,,,
313,"[23183, 23184]",,,[23007],,,0,,68288.0,1536537600,,,,1538006400.0,,,,"[1, 2, 3]","[4, 8, 32]",,109281,[69604],,,TowerFall,,[130],[4],1.432161387944406,3.0,80.0,0.0,"[158217, 158218, 158219]","[244553, 244554, 244555, 244556, 244557]","[10039, 24426, 28070, 29032, 96217, 103369, 112138, 113360, 113895, 116681]",towerfall--1,,,,"""TowerFall is the ultimate version of the beloved archery combat/party game, featuring all of the content from Ascension and Dark World, and several Switch-exclusive additions! 
 
Inspired by classics from the golden age of couch multiplayer, TowerFall centers around hilarious, intense versus matches - best played against friends, sitting cross-legged on the floor within punching distance of each other. 
 
The core mechanics are simple and accessible, but hard to master, with a huge amount of gameplay variants, arrow types, power-ups, and levels. And when you need a break from the competition, team up in 1-4 player co-op modes, where you’ll fight off a wide variety of monsters, enemy archers, and bosses. 
 
The Switch version includes several new and exclusive features, including 6-player battles utilizing widescreen levels, new gameplay variants, and guest archers Madeline and her reflection Badeline from fan-favorite platformer Celeste! ""","[1, 17, 40, 268435460, 268435464, 268435488]","[1, 17, 40]",,80.0,0.0,1566604800,https://www.igdb.com/games/towerfall--1,109280.0,,[22105],"[88375, 88376]"
314,,,,,,,0,1161.0,37577.0,1487462400,,,,1512086400.0,,,,,"[12, 31]",,27298,,,,Xenoblade Chronicles 2: Special Edition,,[130],,1.0,18.0,,,[118232],[128914],"[25311, 26950, 55038, 74701, 78632, 96217, 103276, 106987, 111253, 112416]",xenoblade-chronicles-2-special-edition,,,,"Includes a 220 page premium hardbound art book containing beautifully illustrated concept designs and artwork of the characters, landscapes and objects from the game, a special metal game case, plus game, and a sound selection CD featuring memorable music tracks from the game.","[18, 268435468, 268435487]",[18],,,,1517270400,https://www.igdb.com/games/xenoblade-chronicles-2-special-edition,26766.0,Special Edition,,[59105]
315,,70.0,1.0,,,,0,,29476.0,1496707200,,,[101656],1501113600.0,,,,[1],[32],,36755,[53443],[1074],,Qbics Paint,,[130],[2],1.0,1.0,,,"[110141, 110142]","[118789, 118790, 118791, 118792, 118793, 170388, 170389, 170390, 170391, 170392, 170393, 170394]","[28277, 37419, 65827, 81275, 102420, 106992, 108778, 111130, 113895, 119156]",qbics-paint,,,,A sculpting and painting game.,"[35, 268435488, 536871986]",[35],,70.0,1.0,1518048000,https://www.igdb.com/games/qbics-paint,,,[15538],[54716]
316,[14117],,,[21509],,,0,,29613.0,1496793600,,,,1514678400.0,,,,"[1, 2]",[9],,36816,"[53670, 53671]",,,"Soldam: Drop, Connect, Erase",,[130],[4],1.0,6.0,,,[143282],"[119009, 119010, 119011, 119012, 119013, 172962, 172963, 172964, 172965, 172966, 172967, 172968]","[10603, 19222, 38585, 41349, 80174, 87507, 88511, 89132, 90788, 95776]",soldam-drop-connect-erase,,,,"Play one of the original tile-matching games from the 90’s. Dispatch Games brings back the Jaleco arcade classic with, Soldam: Drop, Connect, Erase. The game has been refreshed with updated graphics and gameplay, but retains its arcade charm with its catchy music and unique style that have been fan favorites for many years.",[268435465],,,,,1517961600,https://www.igdb.com/games/soldam-drop-connect-erase,,,[15629],
317,,,,,,,0,,62065.0,1506556800,,,[186424],1504742400.0,,,,,,,70884,[61363],,,Physical Contact: 2048,,[130],,1.0,,,,[142186],"[168694, 168695, 168696, 168697]",,physical-contact-2048,,,,"Physical Contact: 2048 is a game that has you sliding tiles with the same number on a grid, combining them for larger numbers.",,,,,,1518048000,https://www.igdb.com/games/physical-contact-2048,,,,
318,"[23353, 23817]",65.0,3.0,"[22481, 22482, 22483]",,,0,,68805.0,1529020800,,,"[1709796, 1744014]",1545264000.0,,,,"[1, 3, 4]","[7, 14]",,103371,"[65670, 65671]","[193, 632, 642, 21052]",,Fitness Boxing,,[130],,1.0,22.0,83.0,1.0,"[159765, 159766, 159767]","[266605, 266606, 266607, 266608, 266609, 266610]","[63933, 86847, 109606, 114286, 114287, 116349, 116350, 116352, 116353, 119422]",fitness-boxing,,,"Daily training ranges from 10-40 minutes and offers both Normal and Fast mode. The game software estimates your approximate BMI and daily calories burned so you can track your progress. Choose from a diverse group of trainers and customize their look with unlockable trainer outfits. As you progress, you can earn more songs and more challenging training circuits. If you prefer to work out with a buddy, you can use two sets of Joy-Con controllers or share a pair to enjoy working out cooperatively or test your skills by facing off against each other in a virtual ring!","Get off the couch and get moving with fun, boxing-based rhythmic exercises set to the instrumental beats of songs by popular artists, including Lady Gaga, Pitbull and Kesha. You can personalize your workouts by selecting from different fitness goals. Train your way, whether you're on your own, with a friend, at home, or on the go! Now you can work out anytime, anywhere on the Nintendo Switch system!","[268435463, 268435470, 536871105, 536871544, 536871554, 536891964]",,,74.0,4.0,1568160000,https://www.igdb.com/games/fitness-boxing,,,"[23293, 23895, 23896, 23897, 23898, 23899, 23900, 24008]",[94460]
319,,,,"[25385, 25386, 25387]",,,0,3768.0,77747.0,1565222400,,,,1585612800.0,,,,[1],"[13, 31, 34]",,121519,"[82795, 82796]",,,Harukanaru Toki no Naka de 7,,[130],"[4, 5]",2.560077872457823,3.0,,,[173934],,"[26870, 28277, 37419, 55036, 55984, 79134, 96217, 106987, 114150, 115653]",harukanaru-toki-no-naka-de-7,,,,,"[17, 22, 31, 268435469, 268435487, 268435490]","[17, 22, 31]",,,,1572134400,https://www.igdb.com/games/harukanaru-toki-no-naka-de-7,,,[29197],"[112811, 112812]"
320,[15638],,,,,,0,,43206.0,1508284800,,,"[187888, 188547, 251879]",1508803200.0,,,,[1],"[8, 32, 33]",,74546,"[55952, 55953]","[296, 1120, 1980, 2049, 2388]",,Knight Terrors,,[130],[4],1.0,2.0,74.0,0.0,"[123602, 124766]","[130123, 130124, 130125, 130126, 130127]","[19150, 19817, 20342, 24426, 25646, 55190, 56033, 80916, 89597, 120268]",knight-terrors,,,,"A blood-curdling, demon-slashing dash of death! Knight Terrors goes straight for the jugular: it’s a lurid mash-up of side-scrolling gameplay styles in endless procedurally generated levels. Once you’re hooked, the game keeps pulling you back in to increase your high score and unlock more features!","[1, 19, 268435464, 268435488, 268435489, 536871208, 536872032, 536872892, 536872961, 536873300]","[1, 19]",,74.0,0.0,1523318400,https://www.igdb.com/games/knight-terrors,,,[16400],"[60836, 60837]"
321,,,,,,,0,,,1558742400,,,,1549497600.0,,,,,,,119074,,,,Guacamelee! 2 Complete,,[130],,1.44573653498795,,,,[173918],,,guacamelee-2-complete,,,,"Get the complete Guacamelee! 2 experience by picking up the game and both DLC packs together! 
 
The celebrated metroidvania is here in its ultimate form. Punch and suplex your way through the entire story in the game-changing costumes of the 'Three Enemigos' character pack, and enjoy the savage challenges and rewards of the 'Proving Grounds' challenge level.",,,,,,1571356800,https://www.igdb.com/games/guacamelee-2-complete,75234.0,Complete,,[120859]
322,[21015],74.0,1.0,,,,0,,63245.0,1518652800,,,[576818],1519257600.0,,,,"[1, 2]","[8, 31, 33]",,87475,[62332],"[126, 2227, 5030]",,Superola and the Lost Burgers,,[130],[4],1.0,,,,[147660],"[189251, 189252, 189253, 189254, 192172, 192173, 192174, 192175, 192176, 192177, 192178]","[28070, 37419, 55190, 89597, 105049, 106987, 111130, 116681, 118313, 120268]",superola-and-the-lost-burgers,,,,"Superola and The Lost Burgers is an epic, retro-style platforming adventure, in which you’ll have to guide a burger loving llama in its quest to defeat the Hotdog Aliens and recover the stolen hamburgers...before they get cold!","[1, 268435464, 268435487, 268435489, 536871038, 536873139, 536875942]",[1],,74.0,1.0,1531785600,https://www.igdb.com/games/superola-and-the-lost-burgers,,,,
